drug_name,chembl_id,max_phase,cancer_indications
RETIFANLIMAB,CHEMBL4298037,4,"Breast Neoplasms; Carcinoma, Merkel Cell; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Carcinoma, Squamous Cell; Endometrial Neoplasms; Esophageal Neoplasms; Glioblastoma; Head and Neck Neoplasms; Liposarcoma; Melanoma; Neoplasms; Neuroendocrine Tumors; Pancreatic Neoplasms; Paraganglioma; Sarcoma; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms"
RETINOL,CHEMBL986,0.5,Skin Neoplasms
RETLIRAFUSP ALFA,CHEMBL5095383,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Hodgkin Disease; Lung Neoplasms; Lymphoma; Melanoma; Nasopharyngeal Carcinoma; Neoplasms; Pancreatic Neoplasms"
REVDOFILIMAB,CHEMBL4594516,1,Breast Neoplasms; Head and Neck Neoplasms; Neoplasms
REVUMENIB CITRATE,CHEMBL6068395,4,Leukemia; Neoplasms
REZATAPOPT,CHEMBL5314538,2,Neoplasms
REZETAMIG,CHEMBL5314871,2,"Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma, Non-Hodgkin; Neoplasms"
REZIVERTINIB,CHEMBL5314952,3,"Carcinoma, Non-Small-Cell Lung"
REZORSTOBART,CHEMBL5314872,2,Neoplasms
REZVILUTAMIDE,CHEMBL4650276,3,"Breast Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Salivary Gland Neoplasms; Triple Negative Breast Neoplasms"
RG-1530,CHEMBL1980391,1,Neoplasms
RG-4733,CHEMBL4297422,2,"Astrocytoma; Brain Neoplasms; Breast Neoplasms; Breast Neoplasms, Male; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colonic Neoplasms; Colorectal Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Gliosarcoma; Melanoma; Multiple Myeloma; Neoplasms; Oligodendroglioma; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Triple Negative Breast Neoplasms"
RG-547,CHEMBL384304,1,Neoplasms
RG-7602,CHEMBL5314388,1,Neoplasms
RG-7603,CHEMBL2331680,1,"Lymphoma, Non-Hodgkin"
RG-7741,CHEMBL3545199,1,Lymphoma
RG-7841,CHEMBL4297935,1,Neoplasms
RGB-286638,CHEMBL3545083,1,Hematologic Neoplasms
RGI-7000,CHEMBL384200,1,Lung Neoplasms; Multiple Myeloma
RHENIUM RE-186 OBISBEMEDA,CHEMBL5315005,1,Meningeal Carcinomatosis
RHIGM12B7,CHEMBL2109309,1,Melanoma
RIBOCICLIB,CHEMBL3545110,3,"Astrocytoma; Breast Neoplasms; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Diffuse Intrinsic Pontine Glioma; Fallopian Tube Neoplasms; Glioblastoma; Glioma; Liposarcoma; Lymphoma; Melanoma; Neoplasms; Neuroblastoma; Neuroendocrine Tumors; Ovarian Neoplasms; Paraganglioma; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rhabdoid Tumor; Sarcoma; Thymus Neoplasms; Uterine Neoplasms"
RIBOCICLIB SUCCINATE,CHEMBL3707266,4,Breast Neoplasms; Neoplasms
RIBOFLAVIN,CHEMBL1534,1,Uterine Cervical Neoplasms
RIBOSE (PYRANOSE),CHEMBL1159662,1,"Carcinoma, Non-Small-Cell Lung"
RIBRECABTAGENE AUTOLEUCEL,CHEMBL5314873,2,Neoplasms
RICOLINOSTAT,CHEMBL2364628,1,"Breast Neoplasms; Cholangiocarcinoma; Hematologic Neoplasms; Klatskin Tumor; Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma; Multiple Myeloma"
RIDAFOROLIMUS,CHEMBL2103839,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Endometrial Neoplasms; Gliosarcoma; Leiomyosarcoma; Leukemia; Liposarcoma; Lymphoma; Multiple Myeloma; Neoplasms; Osteosarcoma; Prostatic Neoplasms, Castration-Resistant; Sarcoma"
RIFAMPIN,CHEMBL374478,1,"Carcinoma, Non-Small-Cell Lung; Hematologic Neoplasms; Hodgkin Disease; Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma; Lymphoma, Non-Hodgkin; Melanoma; Neoplasms"
RIFAXIMIN,CHEMBL1617,3,Breast Neoplasms; Neoplasms; Rectal Neoplasms
RIGOSERTIB,CHEMBL1241855,2,"Carcinoma, Squamous Cell; Esophageal Neoplasms; Neoplasms"
RILIMOGENE GALVACIREPVEC,CHEMBL3039550,3,"Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
RILOTUMUMAB,CHEMBL1743063,3,"Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Glioma; Gliosarcoma; Mesothelioma; Prostatic Neoplasms, Castration-Resistant; Small Cell Lung Carcinoma; Stomach Neoplasms"
RILUNERMIN ALFA,CHEMBL5095150,2,Neoplasms
RILUZOLE,CHEMBL744,2,Breast Neoplasms; Melanoma; Neoplasms
RILVEGOSTOMIG,CHEMBL5314706,3,"Biliary Tract Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Neoplasms; Stomach Neoplasms"
RINATABART,CHEMBL6068168,2,Neoplasms
RINATABART SESUTECAN,CHEMBL6068169,2,Neoplasms
RINDOPEPIMUT,CHEMBL2107863,3,Glioblastoma; Glioma; Gliosarcoma
RINTATOLIMOD,CHEMBL2107862,2,"Breast Carcinoma In Situ; Breast Neoplasms; Breast Neoplasms, Male; Fallopian Tube Neoplasms; Hematologic Neoplasms; Melanoma; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms; Triple Negative Breast Neoplasms"
RINTODESTRANT,CHEMBL4059888,1,"Breast Neoplasms; Carcinoma, Ductal"
RIPERTAMAB,CHEMBL4594604,3,"Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse"
RIPRETINIB,CHEMBL4216467,4,Gastrointestinal Stromal Tumors; Neoplasms
RISEDRONATE SODIUM,CHEMBL1654,3,Leukemia; Lymphoma
RISEDRONIC ACID,CHEMBL923,3,"Lung Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
RISOVALISIB,CHEMBL4800252,2,Breast Neoplasms; Neoplasms; Ovarian Neoplasms
RITLECITINIB,CHEMBL4085457,2,Mycosis Fungoides; Sezary Syndrome
RITONAVIR,CHEMBL163,2,"Anus Neoplasms; Glioblastoma; Glioma; Neoplasm Metastasis; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Sarcoma, Kaposi"
RIVAROXABAN,CHEMBL198362,3,Multiple Myeloma; Neoplasms
RIVOCERANIB,CHEMBL3186534,3,"Adenocarcinoma; Adenocarcinoma of Lung; Biliary Tract Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Adenoid Cystic; Carcinoma, Hepatocellular; Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Cholangiocarcinoma; Colonic Neoplasms; Colorectal Neoplasms; Digestive System Neoplasms; Esophageal Neoplasms; Esthesioneuroblastoma, Olfactory; Gallbladder Neoplasms; Gastrointestinal Stromal Tumors; Glioma; Head and Neck Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, T-Cell, Peripheral; Medulloblastoma; Melanoma; Mouth Neoplasms; Nasopharyngeal Carcinoma; Nasopharyngeal Neoplasms; Neoplasm Metastasis; Neoplasms; Neuroblastoma; Osteosarcoma; Ovarian Neoplasms; Pancreatic Neoplasms; Paraganglioma; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Small Cell Lung Carcinoma; Squamous Cell Carcinoma of Head and Neck; Stomach Neoplasms; Thyroid Neoplasms; Triple Negative Breast Neoplasms; Uterine Cervical Neoplasms"
RIVOCERANIB MESYLATE,CHEMBL3545414,3,"Adenocarcinoma; Breast Neoplasms; Carcinoma, Adenoid Cystic; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Esophageal Neoplasms; Melanoma; Nasopharyngeal Carcinoma; Neoplasms; Osteosarcoma; Ovarian Neoplasms; Sarcoma; Small Cell Lung Carcinoma; Stomach Neoplasms; Thyroid Neoplasms; Triple Negative Breast Neoplasms"
RIZEDISBEN,CHEMBL5314483,1,Prostatic Neoplasms
RM-2 GA-68,CHEMBL4297341,2,"Breast Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
RMC-5552,CHEMBL5314926,1,Glioblastoma; Neoplasms
RO-4987655,CHEMBL1614766,1,Neoplasms
RO-5045337,CHEMBL2386346,1,Hematologic Neoplasms; Neoplasms; Sarcoma
RO-5458640,CHEMBL2109600,1,Neoplasms
ROBATUMUMAB,CHEMBL1743064,2,Colorectal Neoplasms; Neoplasms
ROCAKINOGENE SIFUPLASMID,CHEMBL4594560,1,"Carcinoma, Hepatocellular; Glioblastoma; Neoplasms; Urinary Bladder Neoplasms"
ROCAPULDENCEL-T,CHEMBL3545128,3,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell"
ROCBRUTINIB,CHEMBL5314539,2,"Lymphoma, Follicular; Neoplasms"
ROCILETINIB,CHEMBL3545308,3,"Carcinoma, Non-Small-Cell Lung; Neoplasms"
ROCURONIUM,CHEMBL1201244,3,"Lung Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
RODUCITABINE,CHEMBL2064455,1,Neoplasms; Pancreatic Neoplasms; Urinary Bladder Neoplasms
ROFECOXIB,CHEMBL122,3,"Brain Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Paraganglioma; Prostatic Neoplasms, Castration-Resistant; Stomach Neoplasms"
ROFLUMILAST,CHEMBL193240,1,Lymphoma; Neoplasms
ROGARATINIB,CHEMBL3963485,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Neoplasms; Urinary Bladder Neoplasms"
ROGINOLISIB,CHEMBL3683575,2,"Carcinoma, Non-Small-Cell Lung; Lymphoma, Non-Hodgkin; Neoplasms; Uveal Melanoma"
ROGOCEKIB,CHEMBL5202010,2,Neoplasms
ROLAPITANT HYDROCHLORIDE,CHEMBL3707330,2,Sarcoma
ROLISTOBART,CHEMBL5314770,2,Neoplasms
ROMIPLOSTIM,CHEMBL1201832,2,"Carcinoma; Glioblastoma; Lymphoma; Lymphoma, Non-Hodgkin; Neoplasms; Ovarian Neoplasms"
RONEPARSTAT,CHEMBL4630621,1,Multiple Myeloma
RONICICLIB,CHEMBL4442620,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms; Small Cell Lung Carcinoma"
ROPIDOXURIDINE,CHEMBL2103821,2,Glioblastoma; Hematologic Neoplasms; Lymphoma; Rectal Neoplasms
ROPIVACAINE,CHEMBL1077896,3,"Breast Neoplasms; Genital Neoplasms, Male; Neoplasms; Ovarian Neoplasms; Stomach Neoplasms"
ROPIVACAINE HYDROCHLORIDE,CHEMBL1889140,2,Head and Neck Neoplasms
ROQUINIMEX,CHEMBL11672,2,Neoplasms
ROSABULIN,CHEMBL271068,1,Leukemia; Lymphoma; Neoplasms
ROSE BENGAL FREE ACID,CHEMBL1208422,3,Breast Neoplasms; Melanoma; Neuroendocrine Tumors
ROSIGLITAZONE,CHEMBL121,3,Breast Neoplasms; Mycosis Fungoides; Neoplasms; Prostatic Neoplasms; Sezary Syndrome
ROSIGLITAZONE MALEATE,CHEMBL843,2,Central Nervous System Neoplasms; Head and Neck Neoplasms; Sarcoma
ROSMANTUZUMAB,CHEMBL3990031,1,Neoplasms
ROSUVASTATIN,CHEMBL1496,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Endometrial Neoplasms; Melanoma; Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms"
ROSUVASTATIN CALCIUM,CHEMBL1744447,1,Neoplasms
ROVALPITUZUMAB TESIRINE,CHEMBL3990011,3,Neoplasms; Small Cell Lung Carcinoma
RSM-932A,CHEMBL192986,1,Neoplasms
RUBITECAN,CHEMBL77305,3,Breast Neoplasms; Central Nervous System Neoplasms; Colorectal Neoplasms; Endometrial Neoplasms; Lung Neoplasms; Melanoma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms
RUCAPARIB,CHEMBL1173055,4,"Biliary Tract Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Endometrial Neoplasms; Fallopian Tube Neoplasms; Hereditary Breast and Ovarian Cancer Syndrome; Leiomyosarcoma; Mesothelioma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms, Castration-Resistant; Small Cell Lung Carcinoma; Stomach Neoplasms; Uterine Cervical Neoplasms"
RUCAPARIB CAMSYLATE,CHEMBL3833368,4,Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms
RUCAPARIB PHOSPHATE,CHEMBL2105733,1,Neoplasms
RUCOSOPASEM MANGANESE,CHEMBL4650307,2,Neoplasms; Pancreatic Neoplasms
RUNIMOTAMAB,CHEMBL4650458,1,Neoplasms
RUPITASERTIB,CHEMBL4871106,2,Neoplasms
RUTIN,CHEMBL226335,2,"Prostatic Neoplasms, Castration-Resistant"
RUXOTEMITIDE,CHEMBL4297628,1,Carcinoma
S-3304,CHEMBL297792,1,"Carcinoma, Non-Small-Cell Lung; Lung Neoplasms; Neoplasms"
SABARUBICIN,CHEMBL1230227,2,"Neoplasms; Prostatic Neoplasms, Castration-Resistant"
SABESTOMIG,CHEMBL5314771,2,"Carcinoma, Squamous Cell; Neoplasms"
SABIZABULIN,CHEMBL2163631,3,"Breast Neoplasms; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
SABIZABULIN HYDROCHLORIDE,CHEMBL5314569,1,Neoplasms
SACIBERTINIB,CHEMBL5314440,2,Neoplasms
SACITUZUMAB GOVITECAN,CHEMBL3545262,4,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Endometrial Neoplasms; Esophageal Neoplasms; Glioblastoma; Klatskin Tumor; Lung Neoplasms; Meningeal Carcinomatosis; Mesothelioma; Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms, Castration-Resistant; Small Cell Lung Carcinoma; Stomach Neoplasms; Thymoma; Thyroid Neoplasms; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms; Urogenital Neoplasms; Uterine Cervical Neoplasms"
SACITUZUMAB TIRUMOTECAN,CHEMBL5314875,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Endometrial Neoplasms; Esophageal Neoplasms; Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms"
SAFIMALTIB,CHEMBL5095244,2,"Leukemia, Lymphocytic, Chronic, B-Cell; Neoplasms"
SAFIMESTOMIG,CHEMBL6068290,2,"Carcinoma, Renal Cell; Lung Neoplasms; Lymphoma; Neoplasms"
SAFINGOL,CHEMBL1442934,1,Neoplasms
SAFUSIDENIB,CHEMBL4651002,2,Neoplasms; Paraganglioma
SAGOPILONE,CHEMBL2304041,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Glioblastoma; Melanoma; Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms, Castration-Resistant; Small Cell Lung Carcinoma"
SALICYLIC ACID,CHEMBL424,4,Skin Neoplasms
SAMARIUM,CHEMBL4300244,2,Prostatic Neoplasms
SAMARIUM SM-153,CHEMBL4297426,2,"Prostatic Neoplasms, Castration-Resistant"
SAMATATUG,CHEMBL6068170,2,Neoplasms
SAMATATUG ZOVODOTIN,CHEMBL6068171,2,Neoplasms
SAMOTOLISIB,CHEMBL4297181,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Colorectal Neoplasms; Endometrial Neoplasms; Lymphoma, Non-Hodgkin; Mesothelioma; Neoplasm Metastasis; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
SAMROTAMAB VEDOTIN,CHEMBL4594513,1,"Breast Neoplasms; Carcinoma, Squamous Cell"
SAMROTECAN,CHEMBL6068471,1,Neoplasms
SAPANISERTIB,CHEMBL3545097,2,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Islet Cell; Carcinoma, Merkel Cell; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Carcinoma, Transitional Cell; Endometrial Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Gliosarcoma; Leukemia, Biphenotypic, Acute; Lung Neoplasms; Lymphoma; Multiple Myeloma; Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Thyroid Neoplasms; Urinary Bladder Neoplasms"
SAPECMERAN AUTOGENE,CHEMBL6068291,2,Colonic Neoplasms; Colorectal Neoplasms; Neoplasms
SAPITINIB,CHEMBL2408045,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Neoplasms"
SAPONIN,CHEMBL4748825,2,Fallopian Tube Neoplasms; Ovarian Neoplasms
SAPOSIN C (NON-GLYCOSYLATED),CHEMBL4594362,1,Neoplasms
SAPROPTERIN DIHYDROCHLORIDE,CHEMBL1201775,1,"Carcinoma, Squamous Cell"
SAQUINAVIR MESYLATE,CHEMBL282042,2,Sarcoma
SAR-125844,CHEMBL4461070,2,Neoplasms
SAR-260301,CHEMBL3112866,1,Neoplasms
SAR-405838,CHEMBL2381408,1,Neoplasms
SAR-439459,CHEMBL4298099,1,Multiple Myeloma; Neoplasms
SAR-566658,CHEMBL2109635,2,Breast Neoplasms; Neoplasms
SAR-BBN CU-64,CHEMBL5314943,2,"Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
SARACATINIB,CHEMBL217092,2,"Breast Neoplasms; Breast Neoplasms, Male; Carcinoma, Non-Small-Cell Lung; Colonic Neoplasms; Colorectal Neoplasms; Fallopian Tube Neoplasms; Melanoma; Neoplasms; Osteosarcoma; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Thymoma; Thymus Neoplasms"
SARCNU,CHEMBL166937,2,Central Nervous System Neoplasms; Colorectal Neoplasms; Neoplasms
SARILUMAB,CHEMBL2108730,2,"Fallopian Tube Neoplasms; Lung Neoplasms; Melanoma; Prostatic Neoplasms, Castration-Resistant"
SARUPARIB,CHEMBL5095220,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
SASANLIMAB,CHEMBL4298191,3,"Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Neoplasms; Prostatic Neoplasms; Urinary Bladder Neoplasms"
SATOREOTIDE TETRAXETAN,CHEMBL4297531,1,Neuroendocrine Tumors
SATOREOTIDE TRIZOXETAN,CHEMBL4297532,0.5,Neuroendocrine Tumors
SATRAPLATIN,CHEMBL3833367,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Lung Neoplasms; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
SATRICABTAGENE AUTOLEUCEL,CHEMBL5314708,2,Neoplasms; Pancreatic Neoplasms; Stomach Neoplasms
SAVOLITINIB,CHEMBL3334567,3,"Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Lung Neoplasms; Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Stomach Neoplasms; Urogenital Neoplasms"
SAW PALMETTO,CHEMBL2108769,1,"Prostatic Neoplasms, Castration-Resistant"
SB-743921,CHEMBL2325429,1,"Hodgkin Disease; Lymphoma, Non-Hodgkin; Neoplasms"
SC-004,CHEMBL4297823,1,Neoplasms
SC-005,CHEMBL4594494,1,Breast Neoplasms
SC-006,CHEMBL4594495,1,Colorectal Neoplasms
SC-0191,CHEMBL6068560,1,Ovarian Neoplasms
SC-43,CHEMBL2063215,1,Neoplasms
SDX-101,CHEMBL1716091,2,"Leukemia, Lymphocytic, Chronic, B-Cell; Multiple Myeloma"
SEA-BCMA,CHEMBL4594496,1,Multiple Myeloma
SECLIDEMSTAT,CHEMBL4297641,1,"Desmoplastic Small Round Cell Tumor; Fibrosarcoma; Liposarcoma, Myxoid; Neoplasms; Sarcoma; Sarcoma, Clear Cell; Sarcoma, Ewing"
SECLIDEMSTAT MESYLATE,CHEMBL5314593,1,"Neoplasms; Sarcoma, Ewing"
SEGIGRATINIB,CHEMBL5269917,2,Neoplasms
SELEGILINE,CHEMBL972,2,Prostatic Neoplasms
SELENIUM,CHEMBL6068503,3,"Colorectal Neoplasms; Lung Neoplasms; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Urinary Bladder Neoplasms"
SELENOMETHIONINE,CHEMBL113178,3,"Carcinoma, Renal Cell; Colorectal Neoplasms; Lung Neoplasms; Lymphoma, Follicular; Prostatic Neoplasms, Castration-Resistant"
SELICICLIB,CHEMBL14762,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Neoplasms"
SELICRELUMAB,CHEMBL2109477,1,"Breast Neoplasms; Colorectal Neoplasms; Lymphoma, Follicular; Melanoma; Neoplasms; Pancreatic Neoplasms"
SELITRECTINIB,CHEMBL4297627,1,Neoplasms
SELPERCATINIB,CHEMBL4559134,4,"Adenocarcinoma, Follicular; Carcinoma, Medullary; Carcinoma, Non-Small-Cell Lung; Neoplasms; Thyroid Neoplasms"
SELUMETINIB SULFATE,CHEMBL2105684,3,Astrocytoma; Glioma; Melanoma; Ovarian Neoplasms; Pancreatic Neoplasms
SELVIGALTIN,CHEMBL5182222,1,"Carcinoma, Non-Small-Cell Lung; Neoplasms"
SEMAGLUTIDE,CHEMBL2108724,3,Pseudotumor Cerebri
SEMAXANIB,CHEMBL276711,3,"Breast Neoplasms; Carcinoma, Renal Cell; Central Nervous System Neoplasms; Colonic Neoplasms; Colorectal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Melanoma; Mesothelioma; Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Sarcoma; Uterine Cervical Neoplasms"
SEMUSTINE,CHEMBL12948,3,Colorectal Neoplasms; Glioblastoma; Neoplasms
SENACNAGENE ENFALEUCEL,CHEMBL6068292,2,Neoplasms
SENAPARIB,CHEMBL4802152,2,"Breast Neoplasms; Neoplasms; Ovarian Neoplasms; Prostatic Neoplasms, Castration-Resistant"
SENDEGOBRESIB,CHEMBL5095228,2,"Neoplasms; Sarcoma, Synovial"
SENEXIN B,CHEMBL4076837,1,Breast Neoplasms
SENNOSIDES,CHEMBL2108559,3,Colonic Neoplasms; Rectal Neoplasms
SEOCALCITOL,CHEMBL1908376,3,"Carcinoma, Hepatocellular"
SEPANTRONIUM BROMIDE,CHEMBL2105734,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Lung Neoplasms; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Melanoma; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
SEPHB4-HSA,CHEMBL4298079,2,"Carcinoma, Squamous Cell; Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma, Kaposi; Urinary Bladder Neoplasms"
SERABELISIB,CHEMBL3935857,2,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Endometrial Neoplasms; Neoplasms"
SERCLUTAMAB,CHEMBL4594391,1,Neoplasms
SERCLUTAMAB TALIRINE,CHEMBL4594392,1,Neoplasms
SERDEMETAN,CHEMBL2137530,1,Neoplasms
SERIBANTUMAB,CHEMBL3545071,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Fallopian Tube Neoplasms; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms"
SERINE,CHEMBL11298,2,Pancreatic Neoplasms
SERPLULIMAB,CHEMBL4594550,3,"Adenocarcinoma; Adenocarcinoma of Lung; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Colonic Neoplasms; Colorectal Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Neoplasms; Pancreatic Neoplasms; Small Cell Lung Carcinoma; Stomach Neoplasms; Uterine Cervical Neoplasms"
SESAME OIL,CHEMBL2108113,3,Breast Neoplasms
SETANAXIB,CHEMBL4303187,2,"Carcinoma, Squamous Cell"
SETIDEGRASIB,CHEMBL6068173,2,Neoplasms
SEVABERTINIB,CHEMBL6068074,2,Neoplasms
SEVIPROTIMUT-L,CHEMBL3137341,3,Melanoma
SEVITERONEL,CHEMBL3264610,2,"Breast Neoplasms; Breast Neoplasms, Male; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
SEVOFLURANE,CHEMBL1200694,3,Breast Neoplasms; Colorectal Neoplasms; Esophageal Neoplasms; Lung Neoplasms; Neoplasms
SF-1126,CHEMBL2326966,2,"Carcinoma, Hepatocellular; Carcinoma, Squamous Cell; Neoplasms; Neuroblastoma"
SGI-1776,CHEMBL1952329,1,"Leukemia; Lymphoma, Non-Hodgkin; Prostatic Neoplasms, Castration-Resistant"
SGN-1,CHEMBL5315037,1,Neoplasms
SGN-15,CHEMBL2109502,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Prostatic Neoplasms"
SGN-30,CHEMBL2109256,2,"Hematologic Neoplasms; Hodgkin Disease; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, T-Cell, Cutaneous; Sarcoma, Kaposi"
SGN-CD352A,CHEMBL4297827,1,Multiple Myeloma
SGX-523,CHEMBL1236107,1,Neoplasms
SHR-1501,CHEMBL6068589,1,Neoplasms
SIBROTUZUMAB,CHEMBL2108882,1,"Carcinoma, Non-Small-Cell Lung"
SIG12D LODER,CHEMBL4594499,1,"Carcinoma, Pancreatic Ductal"
SIGVOTATUG,CHEMBL5314878,2,Neoplasms
SIGVOTATUG VEDOTIN,CHEMBL5314879,3,"Carcinoma, Non-Small-Cell Lung; Neoplasms"
SILDENAFIL,CHEMBL192,3,"Carcinoma, Non-Small-Cell Lung; Rectal Neoplasms"
SILDENAFIL CITRATE,CHEMBL1737,3,"Brain Neoplasms; Glioblastoma; Neoplasms; Prostatic Neoplasms, Castration-Resistant; Wilms Tumor"
SILIBININ,CHEMBL9509,2,"Prostatic Neoplasms, Castration-Resistant"
SILMITASERTIB,CHEMBL1230165,1,"Carcinoma, Basal Cell; Cholangiocarcinoma; Medulloblastoma; Multiple Myeloma"
SILODOSIN,CHEMBL24778,3,"Prostatic Neoplasms, Castration-Resistant"
SILYBIN A,CHEMBL431701,2,"Carcinoma, Hepatocellular; Neoplasms"
SIMETHICONE,CHEMBL4297192,3,Colorectal Neoplasms
SIMLUKAFUSP ALFA,CHEMBL4298090,1,"Carcinoma, Renal Cell; Melanoma; Neoplasms"
SIMMITECAN,CHEMBL4297325,1,Neoplasms
SIMOTAXEL,CHEMBL2107372,1,Neoplasms
