rank,compound_name,chembl_id,display_target,primary_target,mechanism_category,mechanistic_rationale,supporting_evidence,confidence_tier,composite_score,pchembl_value,confidence_score,max_phase,full_mwt,alogp,num_ro5_violations,tier1_hit,tier2_hit,tier3_hit,lsd_bonus,bio_bonus,clinical_bonus
3431,piperine,CHEMBL43185,True,Amine oxidase [flavin-containing] B,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.6 (True=260.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,6.58,9.0,2.0,285.34,3.0,0.0,False,False,False,0.0,1.5,0.0
3432,pipobroman,CHEMBL1585,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,356.06,1.23,0.0,False,False,False,0.0,0.0,1.5
3433,pirfenidone,CHEMBL1256391,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,185.23,2.15,0.0,False,False,False,0.0,0.0,1.5
3434,pirlindole,CHEMBL32350,True,Amine oxidase [flavin-containing] A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=212.7 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.67,8.0,2.0,226.32,2.93,0.0,False,False,False,0.0,1.5,0.0
3435,pirodavir,CHEMBL298019,True,Human rhinovirus A protease,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=440.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.36,8.0,2.0,369.47,3.65,0.0,False,False,False,0.0,1.5,0.0
3436,pixantrone,CHEMBL167731,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,325.37,0.6,0.0,False,False,False,0.0,0.0,1.5
3437,plinabulin,CHEMBL1096380,True,Mitogen-activated protein kinase 10,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.2 (True=6800.0 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,1.5,5.17,9.0,3.0,336.4,0.74,0.0,False,False,False,0.0,0.5,1.0
3438,plovamer-acetate,CHEMBL925,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,181.19,0.35,0.0,False,False,False,0.0,0.0,1.5
3439,polythiazide,CHEMBL1587,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,439.89,1.66,0.0,False,False,False,0.0,0.0,1.5
3440,potassium-iodide,CHEMBL1141,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,166.0,,,False,False,False,0.0,0.0,1.5
3441,pralidoxime,CHEMBL1420,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,137.16,0.32,0.0,False,False,False,0.0,0.0,1.5
3442,pranoprofen,CHEMBL367463,True,Prostaglandin G/H synthase 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=390.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.41,8.0,2.0,255.27,2.97,0.0,False,False,False,0.0,1.5,0.0
3443,pravadoline,CHEMBL13178,True,Cannabinoid receptor 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.3 (True=453.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,6.34,8.0,2.0,378.47,3.52,0.0,False,False,False,0.0,1.5,0.0
3444,praziquantel,CHEMBL976,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,312.41,2.53,0.0,False,False,False,0.0,0.0,1.5
3445,prednisolone-acetate,CHEMBL1152,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,402.49,2.13,0.0,False,False,False,0.0,0.0,1.5
3446,prednisolone-sodium-phosphate,CHEMBL1201231,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,440.43,1.67,0.0,False,False,False,0.0,0.0,1.5
3447,pretomanid,CHEMBL227875,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,359.26,2.67,0.0,False,False,False,0.0,0.0,1.5
3448,primidone,CHEMBL856,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,218.26,0.54,0.0,False,False,False,0.0,0.0,1.5
3449,proflavine-hemisulfate,CHEMBL55400,True,Replicase polyprotein 1ab,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=360.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,6.44,9.0,2.0,209.25,2.55,0.0,False,False,False,0.0,1.5,0.0
3450,proglumide,CHEMBL316561,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,334.42,2.3,0.0,False,False,False,0.0,0.0,1.5
3451,propentofylline,CHEMBL1079905,True,Acetylcholinesterase,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.2 (True=6400.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,5.19,9.0,2.0,306.37,1.07,0.0,False,False,True,0.0,0.5,0.0
3452,propidium-iodide,CHEMBL332935,True,Cholinesterase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=430.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.37,9.0,,414.6,4.99,0.0,False,False,False,0.0,1.5,0.0
3453,propylhexedrine,CHEMBL2105275,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,155.28,2.56,0.0,False,False,False,0.0,0.0,1.5
3454,protionamide,CHEMBL1378024,True,Tyrosinase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.3 (True=4500.0 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,1.5,5.35,9.0,3.0,180.28,1.67,0.0,False,False,False,0.0,0.5,1.0
3455,pyridoxine,CHEMBL1364,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,169.18,0.08,0.0,False,False,False,0.0,0.0,1.5
3456,pyritinol,CHEMBL488093,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,368.48,2.57,0.0,False,False,False,0.0,0.0,1.5
3457,pyrrolidine-1-carbonitrile,CHEMBL262697,True,Cathepsin K,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.0 (True=1000.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.0,8.0,,96.13,0.56,0.0,False,False,False,0.0,1.5,0.0
3458,quinethazone,CHEMBL1532,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,289.74,0.88,0.0,False,False,False,0.0,0.0,1.5
3459,rac-BHFF,CHEMBL2322946,True,GABA-B receptor,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.7 (True=1900.0 True vs True, True); assay confidence=7/9; MOA: True",Low,1.5,5.72,7.0,,330.35,3.95,0.0,False,False,True,0.0,0.5,0.0
3460,racecadotril,CHEMBL2103772,True,Oxysterols receptor LXR-beta,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.2 (True=6000.0 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,1.5,5.22,8.0,3.0,385.49,2.98,0.0,False,False,False,0.0,0.5,1.0
3461,ranitidine,CHEMBL2110372,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,350.87,1.46,0.0,False,False,False,0.0,0.0,1.5
3462,rebamipide,CHEMBL1697771,True,Ubiquitin-associated and SH3 domain-containing protein B,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.7 (True=2000.0 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,1.5,5.7,9.0,3.0,370.79,2.61,0.0,False,False,False,0.0,0.5,1.0
3463,relebactam,CHEMBL3112741,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,348.38,-1.14,0.0,False,False,False,0.0,0.0,1.5
3464,remimazolam,CHEMBL4297526,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,439.31,4.18,0.0,False,False,False,0.0,0.0,1.5
3465,remodelin,CHEMBL399572,True,Amine oxidase [flavin-containing] B,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=221.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.66,9.0,,282.37,4.02,0.0,False,False,False,0.0,1.5,0.0
3466,retapamulin,CHEMBL1658,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,517.78,5.25,2.0,False,False,False,0.0,0.0,1.5
3467,retinaldehyde,CHEMBL81379,True,Amyloid-beta precursor protein,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=180.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.75,9.0,,284.44,5.72,1.0,False,False,False,0.0,1.5,0.0
3468,riodoxol,CHEMBL4303312,True,Replicase polyprotein 1ab,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.5 (True=330.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.48,9.0,,487.8,2.91,0.0,False,False,False,0.0,1.5,0.0
3469,ropivacaine,CHEMBL1077896,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,274.41,3.51,0.0,False,False,False,0.0,0.0,1.5
3470,rose-bengal,CHEMBL1208422,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,973.67,9.0,2.0,False,False,False,0.0,0.0,1.5
3471,rucinol,CHEMBL450195,True,Tyrosinase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=150.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.82,9.0,,166.22,2.44,0.0,False,False,False,0.0,1.5,0.0
3472,ryuvidine,CHEMBL290904,True,N-lysine methyltransferase KMT5A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=370.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.43,9.0,,284.34,3.13,0.0,False,False,False,0.0,1.5,0.0
3473,sacubitril,CHEMBL3137301,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,411.5,3.84,0.0,False,False,False,0.0,0.0,1.5
3474,sal003,CHEMBL1340458,True,Cytochrome P450 2C9,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=562.34 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.25,8.0,,463.22,5.15,1.0,False,False,False,0.0,1.5,0.0
3475,salidroside,CHEMBL465208,True,Amine oxidase [flavin-containing] B,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=810.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.09,9.0,,300.31,-1.25,0.0,False,False,False,0.0,1.5,0.0
3476,salirasib,CHEMBL23293,True,Transient receptor potential cation channel subfamily A member 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=800.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,6.1,9.0,2.0,358.55,6.9,1.0,False,False,False,0.0,1.5,0.0
3477,saroglitazar,CHEMBL4297530,True,Progesterone receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.1 (True=8569.8 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,1.5,5.07,8.0,3.0,439.58,5.3,1.0,False,False,False,0.0,0.5,1.0
3478,secnidazole,CHEMBL498847,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,185.18,0.48,0.0,False,False,False,0.0,0.0,1.5
3479,semustine,CHEMBL12948,True,Alpha-2A adrenergic receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.7 (True=1803.0 True vs True, True); assay confidence=8/9; clinical stage: Phase III; MOA: True",Low,1.5,5.74,8.0,3.0,247.73,2.5,0.0,False,False,False,0.0,0.5,1.0
3480,sennoside-A,CHEMBL5394285,True,MUS81-ECE1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.0 (True=990.0 True vs True, True); assay confidence=7/9; MOA: True",Low,1.5,6.0,7.0,,848.72,-1.14,3.0,False,False,False,0.0,1.5,0.0
3481,sinomenine,CHEMBL248095,True,Mas-related G-protein coupled receptor member X2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.4 (True=3981.07 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,1.5,5.4,9.0,3.0,329.4,2.02,0.0,False,False,False,0.0,0.5,1.0
3482,sipatrigine,CHEMBL28854,True,Sodium channel protein type 2 subunit alpha,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.6 (True=2550.0 True vs True, True); assay confidence=8/9; clinical stage: Phase II; MOA: True",Low,1.5,5.59,8.0,2.0,372.69,3.44,0.0,False,False,True,0.0,0.5,0.0
3483,sodium-ascorbate,CHEMBL591665,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,198.11,,,False,False,False,0.0,0.0,1.5
3484,sodium-nitrite,CHEMBL93268,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,69.0,0.14,0.0,False,False,False,0.0,0.0,1.5
3485,sodium-picosulfate,CHEMBL1741134,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,437.45,2.63,0.0,False,False,False,0.0,0.0,1.5
3486,sodium-tetradecyl-sulfate,CHEMBL1200354,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,316.44,4.22,0.0,False,False,False,0.0,0.0,1.5
3487,sorbitol,CHEMBL1682,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,182.17,-3.59,1.0,False,False,False,0.0,0.0,1.5
3488,sparteine-sulfate,CHEMBL1908348,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,422.54,2.35,0.0,False,False,False,0.0,0.0,1.5
3489,spautin-1,CHEMBL2391504,True,Ubiquitin carboxyl-terminal hydrolase 10,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=580.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.24,9.0,,271.27,3.52,0.0,False,False,False,0.0,1.5,0.0
3490,spectinomycin,CHEMBL1167,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,332.35,-2.93,0.0,False,False,False,0.0,0.0,1.5
3491,sphingosylphosphorylcholine,CHEMBL1481114,True,Sphingosine 1-phosphate receptor 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.3 (True=483.48 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.32,9.0,,464.63,4.14,0.0,False,False,False,0.0,1.5,0.0
3492,stemregenin-1,CHEMBL4303221,True,Aryl hydrocarbon receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=127.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.9,9.0,,429.55,5.65,1.0,False,False,False,0.0,1.5,0.0
3493,streptozotocin,CHEMBL1977579,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,265.22,-3.05,0.0,False,False,False,0.0,0.0,1.5
